Gene stable ID	Anopheles gambiae Ensembl Gene ID	Anopheles gambiae % Identity
AALB008664	AGAP013006	46
AALB008668	AGAP002683	69
AALB008661	AGAP002692	50
AALB008682	AGAP002666	81
AALB008687	AGAP012872	56
AALB008687	AGAP004432	50
AALB008687	AGAP012969	51
AALB008677	AGAP002670	66
AALB008686	AGAP004433	50
AALB008686	AGAP012714	57
AALB008694	AGAP004083	45
AALB008697	AGAP004079	89
AALB008695	AGAP004082	61
AALB008708		
AALB008705	AGAP013121	49
AALB008711	AGAP007545	6
AALB008712	AGAP006512	8
AALB008721	AGAP003882	78
AALB008739	AGAP003166	70
AALB008740		
AALB008726	AGAP003182	69
AALB008729	AGAP003179	67
AALB008731	AGAP013292	60
AALB007936		
AALB007937	AGAP010090	10
AALB007844	AGAP013755	43
AALB008747	AGAP001660	86
AALB008764	AGAP004381	55
AALB008764	AGAP004382	75
AALB008766	AGAP004377	44
AALB008754	AGAP001564	40
AALB008760	AGAP013418	35
AALB008761	AGAP003925	82
AALB008762		
AALB008765	AGAP004378	79
AALB008765	AGAP004379	65
AALB008769	AGAP004374	79
AALB007942	AGAP010083	54
AALB007940	AGAP010088	69
AALB007943	AGAP010080	83
AALB007945	AGAP010077	80
AALB007843	AGAP010198	89
AALB007947	AGAP010075	73
AALB007954	AGAP010062	93
AALB007956		
AALB007845	AGAP010200	68
AALB007961	AGAP012747	70
AALB007961	AGAP010141	73
AALB007963	AGAP010059	16
AALB007962		
AALB007964	AGAP010058	71
AALB007958		
AALB007957		
AALB007960		
AALB007969		
AALB007968	AGAP010055	62
AALB007973	AGAP010051	73
AALB007976	AGAP008929	89
AALB007974	AGAP010050	57
AALB007977	AGAP008931	83
AALB007979	AGAP008933	57
AALB007982	AGAP008936	84
AALB007981	AGAP008935	92
AALB007990	AGAP008983	47
AALB007994	AGAP008980	27
AALB007849	AGAP010204	78
AALB007850	AGAP010205	60
AALB007852	AGAP010207	64
AALB007853	AGAP010208	72
AALB007848	AGAP010203	77
AALB007847	AGAP010202	60
AALB007851	AGAP010206	92
AALB007998		
AALB007997	AGAP008979	19
AALB008000		
AALB008003	AGAP007777	79
AALB008004		
AALB008007	AGAP007779	79
AALB008012	AGAP007782	55
AALB008013	AGAP007783	58
AALB008017	AGAP007788	62
AALB008018	AGAP007789	65
AALB008025	AGAP008538	68
AALB008026	AGAP010620	32
AALB008026	AGAP010015	33
AALB008026	AGAP012671	38
AALB008026	AGAP010659	24
AALB008026	AGAP012470	33
AALB008026	AGAP012491	38
AALB008026	AGAP010663	34
AALB008026	AGAP010615	37
AALB008026	AGAP012473	37
AALB008026	AGAP012492	35
AALB008026	AGAP010618	32
AALB008026	AGAP012670	40
AALB008026	AGAP010619	33
AALB008026	AGAP010617	34
AALB008026	AGAP012692	35
AALB008026	AGAP010614	39
AALB008026	AGAP012566	31
AALB008026	AGAP010661	41
AALB008026	AGAP012472	32
AALB008028	AGAP008537	82
AALB008027	AGAP010620	22
AALB008027	AGAP010015	24
AALB008027	AGAP012671	29
AALB008027	AGAP010659	16
AALB008027	AGAP012470	23
AALB008027	AGAP012491	24
AALB008027	AGAP010663	29
AALB008027	AGAP010615	24
AALB008027	AGAP012473	24
AALB008027	AGAP012492	25
AALB008027	AGAP010618	19
AALB008027	AGAP012670	26
AALB008027	AGAP010619	20
AALB008027	AGAP010617	24
AALB008027	AGAP012692	22
AALB008027	AGAP010614	26
AALB008027	AGAP012566	20
AALB008027	AGAP010661	37
AALB008027	AGAP012472	12
AALB008031	AGAP008535	85
AALB008037	AGAP008801	63
AALB008038	AGAP011276	46
AALB008040	AGAP008927	65
AALB007854	AGAP010209	86
AALB007855	AGAP010211	89
AALB007857	AGAP010214	83
AALB007862	AGAP010218	62
AALB007864	AGAP010219	82
AALB007858	AGAP010213	63
AALB007859	AGAP010215	90
AALB007861	AGAP010217	84
AALB008044	AGAP009014	64
AALB008051		
AALB008050		
AALB008056	AGAP001766	76
AALB008056	AGAP001769	75
AALB008054		
AALB008055	AGAP001766	53
AALB008055	AGAP001769	50
AALB008061	AGAP001673	78
AALB008059	AGAP001672	91
AALB008064	AGAP001677	60
AALB008065	AGAP008273	17
AALB008067	AGAP001678	15
AALB008068	AGAP001678	3
AALB008071		
AALB008070	AGAP001679	39
AALB008074		
AALB008076	AGAP001683	39
AALB008079		
AALB007866	AGAP010221	77
AALB008082	AGAP004258	31
AALB007867	AGAP010222	77
AALB008086		
AALB008085	AGAP004259	39
AALB008084		
AALB008089	AGAP003015	91
AALB008100	AGAP002045	22
AALB008100	AGAP002046	22
AALB008104	AGAP002051	44
AALB008103	AGAP002050	94
AALB008109	AGAP009102	1
AALB008117	AGAP001748	95
AALB008121	AGAP001751	52
AALB008129		
AALB008134	AGAP002134	13
AALB008133	AGAP002134	21
AALB008141	AGAP013216	57
AALB008135	AGAP002133	67
AALB008140	AGAP002974	84
AALB008149	AGAP002971	84
AALB008153	AGAP002967	60
AALB008156	AGAP012705	90
AALB008156	AGAP003900	90
AALB008162	AGAP003905	67
AALB008164	AGAP003907	61
AALB008175	AGAP002021	79
AALB008170	AGAP003921	89
AALB008173	AGAP003924	76
AALB008176	AGAP002022	40
AALB007874	AGAP010228	83
AALB008179	AGAP002023	47
AALB008184	AGAP003597	25
AALB007872	AGAP009764	27
AALB008180	AGAP002024	73
AALB008180	AGAP012683	92
AALB008183	AGAP003599	92
AALB008192	AGAP002932	67
AALB008196	AGAP001759	97
AALB007871	AGAP004580	27
AALB007877	AGAP010233	62
AALB007878	AGAP010234	65
AALB007879	AGAP010235	91
AALB008197	AGAP001757	51
AALB008203		
AALB007880	AGAP010236	81
AALB007880	AGAP010237	81
AALB008199	AGAP001754	46
AALB008200		
AALB007882	AGAP010239	96
AALB007876	AGAP010230	87
AALB007881	AGAP010238	74
AALB008209	AGAP002578	79
AALB008212	AGAP002576	70
AALB008218		
AALB008222	AGAP002570	82
AALB008238	AGAP002553	74
AALB008242		
AALB007884	AGAP010242	79
AALB008257	AGAP002080	78
AALB007885	AGAP010243	58
AALB007887	AGAP028188	48
AALB007888	AGAP010245	77
AALB008261		
AALB008262		
AALB008263		
AALB008264	AGAP002083	32
AALB008267	AGAP004638	46
AALB008265	AGAP004640	61
AALB008266	AGAP004637	68
AALB008269	AGAP004635	83
AALB008270	AGAP004633	67
AALB008276	AGAP002199	66
AALB008278	AGAP002195	79
AALB008273	AGAP004629	96
AALB008282	AGAP013366	20
AALB008282	AGAP013463	36
AALB008282	AGAP012995	19
AALB008284	AGAP013366	32
AALB008284	AGAP013463	37
AALB008284	AGAP012995	32
AALB008283		
AALB008285	AGAP001415	99
AALB008291	AGAP001419	93
AALB008297	AGAP001427	45
AALB008301	AGAP001430	84
AALB008304	AGAP004367	53
AALB008307	AGAP002214	55
AALB008308	AGAP002215	89
AALB007891		
AALB007889	AGAP006187	60
AALB008316	AGAP004620	64
AALB008318		
AALB008327	AGAP004613	28
AALB008328	AGAP004613	69
AALB008331	AGAP013073	42
AALB008331	AGAP012643	0
AALB008334		
AALB008335		
AALB008332	AGAP004611	62
AALB008336	AGAP001649	73
AALB008342	AGAP003345	53
AALB008345	AGAP003341	57
AALB008344	AGAP003342	51
AALB008344	AGAP012599	88
AALB008356	AGAP004607	57
AALB008357	AGAP004605	54
AALB008358		
AALB008360	AGAP004604	47
AALB008365	AGAP002641	37
AALB008365	AGAP002445	30
AALB008366	AGAP013484	60
AALB008366	AGAP013316	62
AALB008366	AGAP013247	58
AALB008368	AGAP002638	94
AALB008369	AGAP002635	46
AALB008372		
AALB008373	AGAP002632	53
AALB007901	AGAP010158	39
AALB007897	AGAP010164	91
AALB007899	AGAP003108	13
AALB008386	AGAP002623	77
AALB008390	AGAP004219	80
AALB008390	AGAP012739	79
AALB008403	AGAP000474	37
AALB008407	AGAP003329	32
AALB008411	AGAP002265	83
AALB008446		
AALB008451		
AALB008463	AGAP004624	54
AALB007902		
AALB008489	AGAP012288	88
AALB008493	AGAP011711	5
AALB008493	AGAP011712	100
AALB008523		
AALB008524	AGAP003643	56
AALB008531	AGAP004989	2
AALB008544		
AALB008549		
AALB008555	AGAP004241	59
AALB008555	AGAP004242	80
AALB007925	AGAP010116	38
AALB007925	AGAP010120	37
AALB007925	AGAP010119	38
AALB007925	AGAP010126	37
AALB007925	AGAP010112	39
AALB007925	AGAP010114	38
AALB007925	AGAP010128	38
AALB007925	AGAP013749	35
AALB007925	AGAP010117	37
AALB007925	AGAP010127	38
AALB007925	AGAP010113	38
AALB008573		
AALB008572		
AALB008601		
AALB008613	AGAP002296	76
AALB008618		
AALB008631		
AALB008625	AGAP002303	23
AALB008673	AGAP013200	59
AALB008691	AGAP004438	57
AALB008709		
AALB008714	AGAP003887	77
AALB008718	AGAP006743	13
AALB008724	AGAP013454	83
AALB008724	AGAP003880	82
AALB008728	AGAP003180	90
AALB008744	AGAP001658	20
AALB008752	AGAP001670	83
AALB008753	AGAP001563	81
AALB008755		
AALB008767	AGAP004376	74
AALB007944	AGAP010078	92
AALB007948	AGAP010074	21
AALB007953	AGAP010063	53
AALB007959		
AALB007992		
AALB008002	AGAP007776	35
AALB008011	AGAP010869	31
AALB007846		
AALB008030		
AALB008045		
AALB008063		
AALB008069	AGAP013310	64
AALB008091	AGAP013139	46
AALB008096		
AALB008107		
AALB008119		
AALB008132		
AALB008142		
AALB008160	AGAP003903	76
AALB008166		
AALB008171	AGAP003920	25
AALB008178		
AALB008185	AGAP003596	92
AALB008205	AGAP002155	80
AALB008207	AGAP002579	78
AALB008207	AGAP013206	43
AALB008208		
AALB008220		
AALB008219		
AALB008228	AGAP002563	93
AALB008236	AGAP002555	76
AALB008271	AGAP004631	46
AALB008280		
AALB008287		
AALB008281	AGAP012960	55
AALB008288		
AALB008300		
AALB008303		
AALB008317	AGAP004619	49
AALB008324		
AALB008320	AGAP013140	51
AALB008325		
AALB008326		
AALB008349	AGAP003335	63
AALB007894	AGAP010168	75
AALB007890	AGAP010246	54
AALB008362	AGAP002644	65
AALB008379		
AALB008394	AGAP004223	78
AALB008401		
AALB008400		
AALB008410	AGAP002266	62
AALB008412		
AALB008413	AGAP002264	46
AALB008431	AGAP002962	73
AALB008432		
AALB008429	AGAP002960	54
AALB008430	AGAP002961	79
AALB008441	AGAP002706	97
AALB008442	AGAP002704	87
AALB008443	AGAP013309	66
AALB008452		
AALB008464	AGAP003063	88
AALB008456	AGAP004147	94
AALB008468	AGAP011371	85
AALB008472	AGAP011370	89
AALB008476	AGAP011364	76
AALB008478	AGAP011361	66
AALB008484	AGAP010698	63
AALB008485	AGAP010699	58
AALB008492		
AALB008495		
AALB008508	AGAP011477	62
AALB008517	AGAP002956	98
AALB008520	AGAP003843	92
AALB008525	AGAP003644	84
AALB008530	AGAP012799	84
AALB008530	AGAP003650	86
AALB008530	AGAP012611	82
AALB008535	AGAP004309	85
AALB008554	AGAP013349	60
AALB008563	AGAP004233	46
AALB008570		
AALB008581	AGAP000495	58
AALB008581	AGAP012107	65
AALB008586	AGAP001731	73
AALB008594	AGAP001740	41
AALB008595	AGAP001741	54
AALB008598	AGAP013236	16
AALB008598	AGAP013091	13
AALB008606	AGAP002289	88
AALB008611		
AALB008612	AGAP002295	77
AALB008615	AGAP002298	55
AALB008616		
AALB008620		
AALB008623	AGAP002302	73
AALB008628	AGAP002307	87
AALB008629	AGAP002309	62
AALB008635	AGAP004627	75
AALB008637	AGAP012989	62
AALB008639	AGAP013209	64
AALB008651	AGAP001630	98
AALB008656	AGAP001626	58
AALB008658		
AALB008670	AGAP002679	61
AALB008670	AGAP013116	69
AALB008674		
AALB008685	AGAP009629	22
AALB008690	AGAP004437	94
AALB008679	AGAP013131	78
AALB008704	AGAP004068	59
AALB008699	AGAP004077	52
AALB008707	AGAP004066	5
AALB008710		
AALB008725	AGAP003183	93
AALB008727		
AALB008732	AGAP003177	77
AALB008742	AGAP001656	61
AALB008743	AGAP001657	86
AALB008758	AGAP003927	80
AALB008759	AGAP003926	58
AALB008751	AGAP001666	77
AALB008751	AGAP001667	77
AALB008751	AGAP001665	77
AALB008751	AGAP001668	77
AALB008751	AGAP001664	80
AALB008751	AGAP001669	89
AALB007938		
AALB007967	AGAP010056	75
AALB007970	AGAP010054	81
AALB007971		
AALB007975	AGAP009869	43
AALB007975	AGAP009868	2
AALB007980	AGAP028125	99
AALB007989	AGAP007809	85
AALB007985	AGAP007806	97
AALB007987	AGAP007810	98
AALB007995		
AALB007996		
AALB008001	AGAP013294	9
AALB008008	AGAP007780	46
AALB008019	AGAP007790	55
AALB008020	AGAP007791	89
AALB008023	AGAP008541	95
AALB008024	AGAP008540	77
AALB008033	AGAP008533	53
AALB008034		
AALB008032	AGAP012829	64
AALB008036		
AALB008046	AGAP009016	69
AALB008052		
AALB008053	AGAP013253	15
AALB008057	AGAP001671	91
AALB008060	AGAP013068	53
AALB008077	AGAP001685	71
AALB008081	AGAP004256	47
AALB008083		
AALB008093	AGAP004266	88
AALB008093	AGAP012809	94
AALB008095		
AALB008097		
AALB008098	AGAP002043	65
AALB008114	AGAP001745	88
AALB008120		
AALB008128		
AALB008131	AGAP002135	15
AALB008138	AGAP002976	70
AALB008145		
AALB008147		
AALB008148		
AALB008152	AGAP002968	68
AALB008158		
AALB008161	AGAP003904	80
AALB007873	AGAP010224	95
AALB007873	AGAP010225	45
AALB007873	AGAP012755	43
AALB007873	AGAP012756	95
AALB008168		
AALB008177	AGAP013079	52
AALB008188	AGAP003592	95
AALB008193	AGAP013008	59
AALB008194	AGAP002933	75
AALB008181	AGAP002025	61
AALB008187	AGAP003593	86
AALB008210		
AALB008213		
AALB008216	AGAP002572	41
AALB008217		
AALB008221	AGAP002571	85
AALB008223	AGAP002569	83
AALB008224	AGAP002568	82
AALB008226	AGAP002566	76
AALB008230	AGAP002559	92
AALB008232	AGAP002557	80
AALB008240	AGAP002551	84
AALB008243	AGAP002549	89
AALB008245	AGAP003936	97
AALB008246	AGAP003935	93
AALB008250		
AALB008251	AGAP003931	39
AALB008252	AGAP003930	81
AALB008256	AGAP002078	86
AALB008274	AGAP027997	38
AALB008286	AGAP001416	74
AALB008289	AGAP001417	85
AALB008290	AGAP001418	92
AALB008314	AGAP004622	83
AALB008315	AGAP004621	56
AALB008319	AGAP004618	71
AALB008330	AGAP013331	42
AALB008333	AGAP013073	46
AALB008333	AGAP012643	95
AALB008338	AGAP001650	60
AALB008350		
AALB008339	AGAP001651	95
AALB008351		
AALB008361		
AALB008367	AGAP002639	62
AALB007898	AGAP010163	99
AALB008380	AGAP002628	16
AALB008382	AGAP002627	88
AALB008393	AGAP004222	78
AALB008402	AGAP004228	33
AALB008404		
AALB008405	AGAP011251	97
AALB008406	AGAP003328	96
AALB008406	AGAP012533	93
AALB007841	AGAP012666	98
AALB008409	AGAP002268	61
AALB008415	AGAP002263	55
AALB008417	AGAP003114	94
AALB008416	AGAP002433	50
AALB008419	AGAP004267	75
AALB008420	AGAP004269	54
AALB008425	AGAP004273	24
AALB008427	AGAP012691	85
AALB008427	AGAP004275	90
AALB007906	AGAP010152	49
AALB007904	AGAP013762	88
AALB007904	AGAP013739	88
AALB008433	AGAP013267	73
AALB007905	AGAP010155	93
AALB007905	AGAP010156	92
AALB008444	AGAP002703	62
AALB008448	AGAP002427	89
AALB008447	AGAP002428	71
AALB008449	AGAP002429	82
AALB008450	AGAP002430	64
AALB008455	AGAP004149	74
AALB008455	AGAP004148	77
AALB008457	AGAP001721	86
AALB008465	AGAP003067	0
AALB008465	AGAP003066	45
AALB008465	AGAP003064	78
AALB008465	AGAP003065	51
AALB008466	AGAP011373	85
AALB008473	AGAP011369	84
AALB008477	AGAP011363	67
AALB008480	AGAP011360	95
AALB008474	AGAP011368	68
AALB007910	AGAP010146	76
AALB007911	AGAP010145	81
AALB007914	AGAP010142	75
AALB007916	AGAP010139	92
AALB007918	AGAP010136	73
AALB007918	AGAP010137	88
AALB008481	AGAP011359	68
AALB007919	AGAP010135	96
AALB008482	AGAP010695	91
AALB008486	AGAP010700	95
AALB008488	AGAP011059	88
AALB008487	AGAP010701	82
AALB007915	AGAP010140	84
AALB007915	AGAP012582	84
AALB008494	AGAP011711	90
AALB008494	AGAP011712	4
AALB008497	AGAP011708	74
AALB008499	AGAP011463	90
AALB008504	AGAP011472	67
AALB008498	AGAP011707	82
AALB008500	AGAP011464	89
AALB008503	AGAP011471	82
AALB008505	AGAP011474	77
AALB008507	AGAP011476	79
AALB008510	AGAP011475	58
AALB008509	AGAP012881	69
AALB008511	AGAP011478	83
AALB008512	AGAP011479	47
AALB008513	AGAP011479	43
AALB008515	AGAP002954	83
AALB008516	AGAP002955	78
AALB008518	AGAP002957	85
AALB008522	AGAP004020	76
AALB008528	AGAP003648	98
AALB008536	AGAP004085	64
AALB008539	AGAP004087	82
AALB008532		
AALB008533	AGAP004311	98
AALB008538	AGAP004086	79
AALB008541	AGAP004255	75
AALB008543	AGAP004251	87
AALB008546	AGAP012988	79
AALB008550	AGAP004246	81
AALB008548	AGAP013480	58
AALB008548	AGAP004247	74
AALB008553	AGAP004244	71
AALB008558	AGAP004238	96
AALB008559	AGAP004237	89
AALB008560	AGAP004235	74
AALB008557	AGAP004239	67
AALB007922	AGAP010130	88
AALB008565	AGAP004159	93
AALB008568		
AALB007920	AGAP010134	96
AALB008564		
AALB008567	AGAP012761	79
AALB008567	AGAP004156	79
AALB008567	AGAP004157	63
AALB008575	AGAP004152	63
AALB008576	AGAP004151	88
AALB008578	AGAP001725	31
AALB008580	AGAP001727	66
AALB008584	AGAP001729	79
AALB008585	AGAP001730	53
AALB008588	AGAP001733	86
AALB008588	AGAP001734	71
AALB008587	AGAP001732	78
AALB008589	AGAP001735	81
AALB008590	AGAP001736	73
AALB008591	AGAP001737	84
AALB008596	AGAP001742	66
AALB008604	AGAP002287	67
AALB008597	AGAP001743	89
AALB008599	AGAP001555	56
AALB008602	AGAP002282	77
AALB008603	AGAP002283	72
AALB008605	AGAP002288	67
AALB008607	AGAP002290	71
AALB008610	AGAP002293	65
AALB008608	AGAP002291	84
AALB008609	AGAP002292	74
AALB008619	AGAP002299	76
AALB008617	AGAP013171	36
AALB008621	AGAP002301	99
AALB008622	AGAP002300	57
AALB008624	AGAP008506	24
AALB008627	AGAP002306	75
AALB008626	AGAP002305	89
AALB008630	AGAP002310	76
AALB008632		
AALB008634	AGAP004628	60
AALB008636	AGAP004146	100
AALB008638	AGAP004144	62
AALB008640	AGAP001638	59
AALB008641	AGAP001637	81
AALB008642	AGAP001636	58
AALB008643	AGAP001635	81
AALB008644	AGAP001634	89
AALB008645	AGAP001633	91
AALB008648	AGAP001632	79
AALB008649	AGAP001631	81
AALB008650	AGAP013377	50
AALB008652	AGAP001629	84
AALB008660	AGAP001623	80
AALB008662	AGAP002691	99
AALB008666	AGAP002685	90
AALB008669	AGAP002680	84
AALB008657	AGAP001625	95
AALB008659	AGAP001624	83
AALB008663	AGAP002690	48
AALB008665	AGAP002686	90
AALB008667	AGAP002684	53
AALB008671	AGAP002678	83
AALB008672	AGAP002677	64
AALB008675	AGAP002674	76
AALB008676	AGAP002672	73
AALB008678	AGAP002669	66
AALB008680	AGAP008706	53
AALB008684	AGAP004431	75
AALB008689	AGAP004435	79
AALB008681	AGAP002667	96
AALB008683	AGAP002665	74
AALB008688	AGAP004434	90
AALB008693	AGAP013507	61
AALB008696	AGAP004080	74
AALB008698	AGAP004078	75
AALB008700	AGAP004076	48
AALB008702	AGAP004070	82
AALB008703	AGAP004069	96
AALB008692	AGAP004439	77
AALB008701	AGAP004071	88
AALB008706	AGAP004067	60
AALB008716	AGAP003886	61
AALB008717	AGAP003885	37
AALB008713	AGAP004065	77
AALB008715		
AALB008720	AGAP003883	71
AALB008722		
AALB008723	AGAP012926	91
AALB008723	AGAP012740	91
AALB008723	AGAP012613	91
AALB008723	AGAP003881	56
AALB008719	AGAP003884	88
AALB008730	AGAP003178	80
AALB008733	AGAP003176	84
AALB008736	AGAP003170	60
AALB008736	AGAP003172	65
AALB008738	AGAP003167	94
AALB008734	AGAP003175	41
AALB008734	AGAP003174	78
AALB008735	AGAP003171	40
AALB008735	AGAP003173	39
AALB008737	AGAP003168	90
AALB008741	AGAP003165	90
AALB008745	AGAP001659	89
AALB008746		
AALB007939	AGAP010089	90
AALB008748	AGAP001661	73
AALB008756	AGAP002075	68
AALB008757	AGAP003928	80
AALB008763		
AALB008768	AGAP004375	69
AALB008749	AGAP001662	68
AALB008750	AGAP001666	72
AALB008750	AGAP001667	71
AALB008750	AGAP001665	71
AALB008750	AGAP001668	72
AALB008750	AGAP001664	88
AALB008750	AGAP001669	83
AALB007941	AGAP010087	78
AALB007946	AGAP010076	90
AALB007949	AGAP010067	94
AALB007949	AGAP010068	53
AALB007950	AGAP010066	80
AALB007951	AGAP010065	95
AALB007955	AGAP010061	79
AALB007955	AGAP012712	66
AALB007952	AGAP010064	100
AALB007965	AGAP010057	51
AALB007966	AGAP010057	37
AALB007972	AGAP004961	18
AALB007978	AGAP008932	97
AALB007983	AGAP028215	54
AALB007988	AGAP007811	48
AALB007984	AGAP007807	88
AALB007986	AGAP007805	77
AALB007993		
AALB007991	AGAP008982	74
AALB007999	AGAP008977	74
AALB008005	AGAP007791	67
AALB008006	AGAP007778	80
AALB008009	AGAP013717	95
AALB008010	AGAP007781	91
AALB008014	AGAP007784	93
AALB008016	AGAP000751	40
AALB008015	AGAP007786	94
AALB008021	AGAP008542	72
AALB008022	AGAP007517	35
AALB008029	AGAP008536	79
AALB008035	AGAP008800	93
AALB007860	AGAP010216	90
AALB007856	AGAP010210	89
AALB007863		
AALB008039	AGAP028026	61
AALB008041	AGAP008925	91
AALB008042	AGAP009011	92
AALB007865	AGAP010220	94
AALB008043	AGAP009013	55
AALB008047	AGAP009017	76
AALB008048	AGAP009018	79
AALB008049	AGAP009019	92
AALB008058	AGAP000291	83
AALB008062	AGAP001674	81
AALB008066		
AALB008073	AGAP001682	71
AALB008072	AGAP001681	80
AALB008075	AGAP001684	85
AALB008078	AGAP003300	82
AALB008080	AGAP003301	63
AALB008087	AGAP004261	67
AALB008088	AGAP004262	80
AALB008088	AGAP012703	80
AALB008090	AGAP004264	69
AALB008092	AGAP004265	55
AALB008094	AGAP002041	41
AALB008099	AGAP002044	62
AALB008101	AGAP002047	94
AALB008102	AGAP002048	50
AALB008105	AGAP013384	65
AALB008106	AGAP004282	8
AALB008108		
AALB008111	AGAP002767	67
AALB008113	AGAP001744	85
AALB008116	AGAP001747	98
AALB008110		
AALB008112	AGAP002764	66
AALB008115	AGAP001746	89
AALB008118	AGAP001749	82
AALB008122		
AALB008124	AGAP002139	92
AALB008123	AGAP001752	75
AALB008125	AGAP002138	68
AALB008126	AGAP002137	73
AALB008127	AGAP002136	76
AALB008130	AGAP002135	24
AALB007868	AGAP010223	87
AALB008136	AGAP002980	66
AALB008137	AGAP002977	68
AALB008139	AGAP002975	74
AALB008143	AGAP002973	57
AALB008144	AGAP002972	19
AALB008151	AGAP002969	94
AALB008154	AGAP002966	56
AALB008146	AGAP013509	79
AALB008150	AGAP002970	77
AALB008163	AGAP003906	71
AALB008155	AGAP002709	67
AALB008155	AGAP002710	65
AALB008157	AGAP003901	71
AALB008159	AGAP003902	78
AALB008165	AGAP003914	42
AALB008169	AGAP003917	50
AALB008172	AGAP003923	71
AALB008167		
AALB008174	AGAP013479	73
AALB007869		
AALB007875	AGAP010229	93
AALB007870	AGAP005423	90
AALB008182	AGAP003598	80
AALB008190	AGAP003590	79
AALB008191	AGAP002931	99
AALB008195	AGAP001760	97
AALB008186	AGAP003595	47
AALB008189	AGAP003589	67
AALB008198	AGAP001756	79
AALB008202	AGAP002157	92
AALB008206	AGAP002580	78
AALB008201	AGAP002159	75
AALB008204	AGAP002156	76
AALB008211	AGAP002577	97
AALB008214	AGAP002575	63
AALB008215	AGAP002573	88
AALB008225	AGAP002567	86
AALB008229	AGAP002560	95
AALB008227	AGAP002564	96
AALB008231	AGAP002558	70
AALB008234	AGAP013222	71
AALB008234	AGAP013111	70
AALB008235	AGAP002556	57
AALB008237	AGAP002554	81
AALB008233	AGAP013222	71
AALB008233	AGAP013111	75
AALB008244	AGAP002548	74
AALB008247	AGAP003934	88
AALB008239	AGAP002552	78
AALB008241	AGAP002550	42
AALB008248	AGAP003933	62
AALB008249	AGAP005445	33
AALB008253	AGAP003929	64
AALB008254	AGAP002077	84
AALB008258	AGAP012694	88
AALB008258	AGAP002081	76
AALB008255	AGAP002079	71
AALB008259	AGAP002082	47
AALB008260		
AALB008268	AGAP013218	75
AALB008272	AGAP004630	97
AALB008275		
AALB008277	AGAP002196	73
AALB008279	AGAP002194	73
AALB007883	AGAP010241	75
AALB007886	AGAP010244	42
AALB008292	AGAP001420	99
AALB008293	AGAP001421	80
AALB008296	AGAP001426	75
AALB008298	AGAP001428	90
AALB008299	AGAP001429	68
AALB008294	AGAP001423	89
AALB008295	AGAP001424	88
AALB008302	AGAP004369	44
AALB008305	AGAP004366	92
AALB008306	AGAP002212	40
AALB008309	AGAP002217	85
AALB007893	AGAP010249	91
AALB007895	AGAP010167	82
AALB008312	AGAP004626	76
AALB008313	AGAP004623	68
AALB008310	AGAP004143	80
AALB008311	AGAP004625	81
AALB008321	AGAP004616	91
AALB008323	AGAP004614	77
AALB008322	AGAP004615	85
AALB008329	AGAP004612	74
AALB008337	AGAP004610	97
AALB008347	AGAP003337	77
AALB014720		
AALB014721		
AALB014722		
AALB014723	AGAP010179	61
AALB014724		
AALB014725		
AALB014727	AGAP010231	29
AALB014730		
AALB014726		
AALB014728		
AALB014729		
AALB014731		
AALB014732		
AALB014733		
AALB014734		
AALB014735		
AALB014738		
AALB014736		
AALB014737		
AALB014739	AGAP008937	30
AALB014740		
AALB014741		
AALB014742		
AALB014744		
AALB014743		
AALB014745		
AALB014747		
AALB014746		
AALB014748		
AALB014749		
AALB014750		
AALB014751		
AALB014752		
AALB014754		
AALB014753		
AALB014755		
AALB014756		
AALB014757		
AALB014758		
AALB014759		
AALB014760		
AALB014761		
AALB014762		
AALB014763		
AALB014764		
AALB014765		
AALB014766		
AALB014767		
AALB014768		
AALB014769		
AALB014770		
AALB014771		
AALB014772		
AALB014773		
AALB014774		
AALB014775		
AALB014776		
AALB014777		
AALB014779		
AALB014778		
AALB014780		
AALB014781		
AALB014782		
AALB014784		
AALB014783		
AALB014785		
AALB014786		
AALB014787		
AALB014788		
AALB014789		
AALB014790		
AALB014791		
AALB014792		
AALB014793		
AALB014794		
AALB014795		
AALB014796		
AALB014797		
AALB014798		
AALB014799		
AALB014801		
AALB014802		
AALB014800		
AALB014803	AGAP002286	74
AALB014804		
AALB014805	AGAP002308	59
AALB014806		
AALB014807		
AALB014808	AGAP004081	16
AALB014809		
AALB014810		
AALB014811		
AALB014812		
AALB014815		
AALB014813		
AALB014814		
AALB007798	AGAP000295	90
AALB010883		
AALB010884		
AALB010863	AGAP001492	71
AALB007802		
AALB007556	AGAP012586	78
AALB007556	AGAP003909	78
AALB007556	AGAP005023	78
AALB007556	AGAP005026	78
AALB007556	AGAP012574	78
AALB007556	AGAP010724	78
AALB007557	AGAP012711	100
AALB007558	AGAP012710	98
AALB007558	AGAP012202	98
AALB007558	AGAP012555	64
AALB007558	AGAP012894	98
AALB007558	AGAP012201	98
AALB007558	AGAP012199	98
AALB008805		
AALB008804	AGAP001925	59
AALB008865	AGAP001687	48
AALB008868	AGAP003293	73
AALB008863		
AALB008869	AGAP003292	89
AALB008871	AGAP003290	67
AALB008873	AGAP003289	85
AALB008875	AGAP002040	62
AALB008877	AGAP002039	75
AALB008877	AGAP012803	86
AALB008878	AGAP013178	55
AALB008881	AGAP002032	69
AALB008881	AGAP002035	56
AALB008880	AGAP002036	77
AALB008882	AGAP002033	62
